term,coef,std_err,p_value
Intercept,-4.478999888364623,0.3343492714781019,6.366425147238593e-41
baseline_prob,4.709961371357784,0.5225130197842913,1.9857409990305168e-19
cnn_pred_residual,1.6493904796077703,0.6617534980393428,0.012686358607577043
