Split,delta_auc,lr_stat,lr_df,lr_p_value,r2_base,r2_yolo,delta_pseudo_r2
Train,0.0014587492641037203,21.827409796283973,1,2.9830804202379824e-06,0.7574564785344218,0.7580157424653224,0.0005592639309006664
